nama_file,mean_nuc_r,var_nuc_r,mean_nuc_g,var_nuc_g,mean_sito_g,var_sito_g,cekung,ratio_nuc_cell,area_nuc,kebulatan,entropy_nuc_b,entropy_cell_r,ratio_mean_cyto_r_b,ratio_mean_cell_r_g,ratio_mean_nuc_g_r,label
MO_1.jpg,101.9707391734942,436.69537140824576,49.378770144953634,486.42905501037006,162.6630039799273,3455.96888739417,16,0.520209826237647,11107.0,0.5859876115473003,4.648627421519381,7.092721241736097,1.0991779069003245,1.3868336424875107,0.48424450528832613,monocyte
MO_2.jpg,106.95523458307724,307.09520974316786,59.000409752099976,472.01270214720256,145.78986921020305,858.3386761805962,28,0.4136265412482522,9762.0,0.8737741814114369,4.655452917433826,7.209240809203156,0.9732420759709499,1.335736604836309,0.5516364858820588,monocyte
MO_3.jpg,105.53724027703782,341.77104257039696,55.55546084176878,473.3350434344016,147.5021525215252,335.64175428424033,30,0.5918895055499496,9385.0,0.9077226069724803,4.565285064627432,6.917739523676892,0.9496853084593468,1.4172666637368285,0.5264062305962742,monocyte
MO_4.jpg,88.48158513377365,366.89356551600866,44.40378372327326,353.6662433796209,108.97735399284863,977.823086681602,29,0.8421796926557934,8933.0,0.9035153285508493,5.210840104632976,6.629684816638512,0.8848739831929107,1.7837197217796024,0.5018420912796715,monocyte
MO_5.jpg,92.353376710792,432.3110683599961,46.199910253533766,469.03789094998905,127.29133639271312,2106.6333820410605,21,0.5701675834719202,8914.0,0.8356941124452294,4.673099143360264,7.135476933454927,0.9304399224982189,1.4589651415789586,0.5002514461188624,monocyte
MO_6.jpg,89.06176883481515,261.1663608705995,44.8731867103416,333.4605990946042,124.18407515097293,636.0437276114403,23,0.5891380260981437,6411.0,0.9095385775188232,4.80630694612005,7.044125096867314,0.9173549107142858,1.516002320535194,0.5038434257191646,monocyte
MO_7.jpg,117.6316396119489,298.0955083961026,58.924406877341276,426.8219679389557,149.14841405915132,1210.9174289035657,26,0.5279144059631865,10411.0,0.9018190912830265,4.425329089631551,7.200724008522155,1.0167115060649925,1.4571918688226198,0.5009231110926027,monocyte
MO_8.jpg,111.80377189043557,337.77909668438275,58.532914234396046,448.7933261727071,155.6656976744186,1120.8337361411575,23,0.5028677234340424,11135.0,0.8536119696612932,4.54930714026083,7.296882042870049,1.052481788458535,1.4067056971283523,0.5235325539084369,monocyte
MO_9.jpg,125.64731494920174,234.3362281117847,68.59361393323657,509.4830889186395,147.76360682372055,1737.7002264959153,25,0.32138919514884234,7579.0,0.9012223621147559,4.370149101579694,7.129328340817988,1.009417920255054,1.3302885875421038,0.54592184449758,monocyte
MO_10.jpg,99.34834804022162,280.3497186952029,48.73753334701416,374.8902739894995,149.20156910078455,2820.034203935026,28,0.4950223486387647,9746.0,0.8039500208574881,4.632813335621188,7.119419724857629,0.9870451729824179,1.3866044921306524,0.490572156542377,monocyte
MO_11.jpg,101.18676961602671,370.022295741581,48.39878964941569,410.53399686560243,128.95422337194915,1796.018487111954,0,0.5198242664207843,9584.0,0.8446663640290363,4.618946109408481,7.246174289488578,0.9593546569875235,1.5130861372687392,0.4783114416348551,monocyte
